Lot,Variety,Fields,Customer,Selected,Ranking,Greeness ,Shatter ,Rating,Evergreen,Woody,Nutty,Earthy,Spicy,Vegetal,Floral,Grassy,Herbal,Fruity,Stonefruit,Citrus,Tropical,OG,Cheesy,Plastic,Diesel,Notes
22-WA397-019,Simcoe ,#6 Simcoe,Industrial Arts Brewing Co,No,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,"Sweet aromatics, but OG overrides"
22-WA397-019,Simcoe ,#6 Simcoe,CRAK Brewery,No,3,5,3,8,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,
22-WA397-019,Simcoe ,#6 Simcoe,Alesmith Brewing Co,No,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-019,Simcoe ,#6 Simcoe,Wild Leap Brew Co.,No,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,
22-WA397-019,Simcoe ,#6 Simcoe,Cloudwater Brewing Company Ltd.,No,3,5,3,6,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,
22-WA397-019,Simcoe ,#6 Simcoe,Icicle Brewing Co.,No,3,5,3,7,0,6,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,"Sweet fruit, catty, raspberry/strawberry, hint of mint, mellow"
22-WA397-019,Simcoe ,#6 Simcoe,"Three Floyds Brewing Co., LLC",No,4,5,3,6,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,
22-WA397-020,Simcoe ,#6 Simcoe,Sloop Brewing,Yes,1,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-020,Simcoe ,#6 Simcoe,Kern River Brewing,Yes,1,5,3,8,0,4,0,0,0,0,2,3,3,0,0,8,0,0,0,0,0,Good depth and citrus notes.  Slight herbal/pine but to a nice level.  Some folks picked up some catty early that went away.  Citrus/lemon rind maybe candied
22-WA397-020,Simcoe ,#6 Simcoe,Official Sensory,Yes,0,5,3,0,0,4,0,0,0,0,1,2,3,0,1,5,1,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-020
22-WA397-020,Simcoe ,#6 Simcoe,Yellow Springs,No,2,5,3,8,0,5,0,0,0,0,4,0,0,0,0,6,6,0,0,0,2,
22-WA397-020,Simcoe ,#6 Simcoe,Altamont Beer Works,No,3,5,3,5,0,7,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,
22-WA397-020,Simcoe ,#6 Simcoe,Bellwoods Brewery,No,3,5,3,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,0,
22-WA397-020,Simcoe ,#6 Simcoe,Balter Brewing Company,No,2,5,3,7,0,3,0,2,0,0,3,0,0,0,0,7,0,0,0,0,0,"Lime jello, light pine, light herbal, light perfume/floral, slight earthy woody. Very true to type"
22-WA397-020,Simcoe ,#6 Simcoe,Tamango Brebajes,No,4,5,3,5,0,0,0,0,0,0,0,4,0,0,2,6,2,5,0,0,1,"OG, Dank, Citrus - lemon, Grassy, Peach/Apricot, Tropical, slight Diesel"
22-WA397-020,Simcoe ,#6 Simcoe,Columbus Brewing Co.,No,2,5,3,7,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0,"Lots of citrus and dank, just missing some sweeter fruit"
22-WA397-021,Simcoe ,#6 Simcoe,Official Sensory,Yes,0,5,4,0,0,4,0,1,0,1,1,2,2,0,3,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-021
22-WA397-021,Simcoe ,#6 Simcoe,Brewdog,Yes,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-022,Citra ,#59,Official Sensory,Yes,0,4,4,0,0,2,0,0,1,0,1,1,3,0,6,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-022
22-WA397-022,Citra ,#59,"Sierra Nevada Brewing Co., Inc.",No,13,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-022,Citra ,#59,Odell Brewing Co.,No,5,4,4,7,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,"Citrus and dank, bit of O/G,"
22-WA397-023,Citra ,"#59,#60",Brewdog,Yes,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-023,Citra ,"#59,#60",Official Sensory,Yes,0,4,4,0,0,3,0,0,1,0,0,0,3,0,6,6,7,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-023
22-WA397-023,Citra ,"#59,#60","Black Stack Brewing, Inc",No,2,4,4,6,0,4,0,0,2,0,6,0,2,0,0,5,0,0,0,0,0,"Bright floral, orange pledge,"
22-WA397-024,Citra ,"#2,#60",4 Hands Brewing Co.,Yes,1,4,4,8,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,Great. Bright clean citrus. Lemony. - Great example. Clean lemony/orange citrus. Bright.
22-WA397-024,Citra ,"#2,#60",GREAT LAKES BREWING CO,Yes,1,4,4,9,0,1,0,1,0,1,4,1,1,0,8,9,8,1,1,0,0,
22-WA397-024,Citra ,"#2,#60",Maplewood Brewing Company,Yes,1,4,4,8,0,0,0,0,0,0,0,0,0,0,3,9,4,2,0,0,0,"Spice note that is desireable, more intense aroma overall, slight onion/dank, orange oil, - Selected this lot"
22-WA397-024,Citra ,"#2,#60",Official Sensory,Yes,0,4,4,0,0,5,0,0,2,0,1,0,5,0,2,7,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-024
22-WA397-024,Citra ,"#2,#60",Behemoth Brewing,No,3,4,4,7,0,0,0,0,0,0,0,2,5,0,0,6,4,0,0,0,0,"Eucalyptus, green tea, lemon peel, passionfruit, pineapple, tropical"
22-WA397-024,Citra ,"#2,#60",FOUNDERS BREWING CO.,No,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-025,HBC1019,#8 HBC 1019,Official Sensory,Yes,0,3,3,0,0,5,0,1,1,2,0,2,4,0,2,4,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-025
22-WA397-026,Citra ,#8 HBC 1019,Brewdog,Yes,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-026,Citra ,#8 HBC 1019,Official Sensory,Yes,0,4,4,0,0,4,0,0,2,0,1,1,3,0,3,6,6,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-026
22-WA397-026,Citra ,#8 HBC 1019,"Sierra Nevada Brewing Co., Inc.",No,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-027,Citra ,#8 HBC 1019,Athletic Brewing Co.,Yes,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - 1/3
22-WA397-027,Citra ,#8 HBC 1019,Official Sensory,Yes,0,4,2,0,0,5,0,1,1,1,2,1,3,0,4,6,5,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-027
22-WA397-027,Citra ,#8 HBC 1019,Other Half Brewing Co.,No,5,4,2,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,
22-WA397-027,Citra ,#8 HBC 1019,Balter Brewing Company,No,5,4,2,5,0,5,0,0,2,0,0,5,5,0,0,0,3,0,0,0,0,"Woody, herbal, grassy, mild candy, low tropical, low spice"
22-WA397-027,Citra ,#8 HBC 1019,Russian River Brewing Co.,No,5,4,2,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Under dried and green
22-WA397-028,Citra ,#8 HBC 1019,Voodoo Brewing Co.,Yes,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Browar PINTA,Yes,1,4,3,8,0,0,0,0,0,0,0,0,5,0,7,7,7,0,0,0,0,"Very punchy very complex lots of tropical fruit mango peaches, citrusy, fresh mint just a touch, complex deep aroma"
22-WA397-028,Citra ,#8 HBC 1019,Burgeon Beer Company,Yes,1,4,3,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Official Sensory,Yes,0,4,3,0,0,5,0,1,1,1,1,1,4,0,2,5,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-028
22-WA397-028,Citra ,#8 HBC 1019,Modist Brewing LLC,No,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,Similar to 1D04. Really great aroma and bright citrus. Would not be disappointed with this lot. Just classic Citra. 3rd pick overall
22-WA397-028,Citra ,#8 HBC 1019,Pipeworks Brewing LLC,No,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Yellow Springs,No,2,4,3,8,0,0,0,0,0,0,3,2,0,0,0,7,6,0,0,0,0,Strong citrus and berry notes. Bubble gum and tropical undertones.
22-WA397-028,Citra ,#8 HBC 1019,DUST BOWL BREWING CO,No,4,4,3,4,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,Nondescript hoppiness with little aroma impact.
22-WA397-028,Citra ,#8 HBC 1019,Liquid Gravity Brewing Company,No,2,4,3,6,0,2,0,0,0,0,0,0,5,0,0,8,2,0,0,0,0,More herbal than I prefer. Nice bright citrus. No OG. Ginger picked out by someone else.  Lacking punch I&#39;m looking for from citra.
22-WA397-028,Citra ,#8 HBC 1019,Bench Brewing Company,No,2,4,3,6,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,"Citrus notes, orange pekoe tea, herbal quality"
22-WA397-028,Citra ,#8 HBC 1019,"Reubens Brews, LLC",No,5,4,3,5,0,2,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Le Trou Du Diable,No,4,4,3,6,0,2,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,"Hay, funk"
22-WA397-028,Citra ,#8 HBC 1019,Deya Brewing Company Ltd,No,3,4,3,5,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,Rubber sage some nice stuff too tropical fruit
22-WA397-028,Citra ,#8 HBC 1019,Station 26 Brewing,No,2,4,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Bellwoods Brewery,No,3,4,3,6,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,
22-WA397-028,Citra ,#8 HBC 1019,Dominion City Brewing Co.,No,3,4,3,6,0,0,0,4,0,0,0,0,4,0,0,6,3,0,0,0,0,Cones were wet. Hard to rub
22-WA397-028,Citra ,#8 HBC 1019,Roughtail Brewing Co.,No,4,4,3,4,0,0,0,0,3,3,0,0,0,0,0,3,1,0,0,0,2,
22-WA397-029,Citra ,"#5,#64",ABInBev,Yes,1,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-029,Citra ,"#5,#64",Official Sensory,Yes,0,3,2,0,0,4,0,0,1,0,2,0,4,0,3,7,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-029
22-WA397-029,Citra ,"#5,#64",Burial Beer Company,No,2,3,2,8,0,0,0,3,0,0,3,3,0,0,6,8,7,0,0,0,2,Tropical medley apricot orange flesh lilac diesel catty
22-WA397-030,Citra ,"#64,#52 Citra",To Øl,Yes,1,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Slight mint, more grapefruit, good lemon, light, some cedar, yuzu, pomelo. slight red berry."
22-WA397-030,Citra ,"#64,#52 Citra",Official Sensory,Yes,0,4,5,0,0,4,0,1,1,1,1,1,3,0,3,5,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-030
22-WA397-030,Citra ,"#64,#52 Citra",4 Hands Brewing Co.,No,4,4,5,3,0,0,0,0,3,0,2,1,0,0,0,3,0,0,0,0,0,Low on citrus and slightly too dank.
22-WA397-030,Citra ,"#64,#52 Citra",GEORGETOWN BREWING,No,4,4,5,6,0,0,0,0,0,1,6,1,0,0,0,5,0,0,0,0,0,"Strong perfume and citrus, slight hay compared to others after some time"
22-WA397-031,Citra ,"#64,#52 Citra",St Austell Brewery,Yes,1,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smaller cones, tighter, seems a little dry, was expecting more from the rub, a little fruity, more bready - not floral tropical as expected - returning to the rub, more tropical fruit, some spice, some dankness, little OG, complex"
22-WA397-031,Citra ,"#64,#52 Citra",Track Brewing,Yes,1,4,4,9,0,0,0,0,0,0,0,0,4,0,7,8,8,4,0,0,0,"Feels like high oils on touch. Stone fruit, tropical, zesty notes, a bit of herbal. Almost papaya. Good complexity. Good colour, great cone structure. A bit of berry, complemented by sweet aromatic."
22-WA397-031,Citra ,"#64,#52 Citra",Official Sensory,Yes,0,4,4,0,0,5,0,0,1,0,1,1,2,0,4,5,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-031
22-WA397-031,Citra ,"#64,#52 Citra",Stigbergets Bryggeri,No,3,4,4,5,0,2,0,2,0,0,2,0,3,0,0,4,0,0,0,0,5,"Little mild, some mild rubbery notes/gassy"
22-WA397-031,Citra ,"#64,#52 Citra",Gage Roads Brewery,No,2,4,4,6,0,1,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,"Lime, slight grass, some tropical, orange, bit of resin, waxy"
22-WA397-031,Citra ,"#64,#52 Citra",Evil Twin Brewing,No,1,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",MadeWest Brewing Co,No,4,4,4,4,0,0,0,0,0,0,0,5,5,0,0,2,0,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",Behemoth Brewing,No,4,4,4,7,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,0,"Sweet citrus, fruit, pine tropical, blood orange zest"
22-WA397-031,Citra ,"#64,#52 Citra",Original Pattern Brewing Company,No,3,4,4,6,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",Fuerst Wiacek,No,4,4,4,6,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra","Hop Butcher for the World, LLC",No,6,4,4,4,0,0,0,0,0,1,6,0,6,0,0,6,0,0,0,1,0,
22-WA397-031,Citra ,"#64,#52 Citra","Back East Brewing, LLC",No,4,4,4,4,0,0,0,1,2,0,0,7,0,0,3,5,0,0,0,0,0,"A handful of stems present in sample, the least aromatic among the 4 lots, muted and dry, slight garlic notes"
22-WA397-031,Citra ,"#64,#52 Citra",Neshaminy Creek Brewing,No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Fruity medley
22-WA397-031,Citra ,"#64,#52 Citra",Great Notion Brewing Co.,No,4,4,4,5,0,0,0,3,0,5,5,3,2,0,0,5,0,0,0,0,4,
22-WA397-031,Citra ,"#64,#52 Citra",Siboire Jacques-Cartier,No,3,4,4,6,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",Eastern Market Brewing Co,No,6,4,4,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"Higher woody, citrus"
22-WA397-031,Citra ,"#64,#52 Citra",Ever Grain Brewing Co,No,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",CBCo Brewing,No,3,4,4,6,0,2,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,"Sweet caramel, subtle, dry flakey,"
22-WA397-031,Citra ,"#64,#52 Citra",Propeller Brewery,No,3,4,4,6,0,0,0,2,2,0,0,0,0,0,0,5,2,0,0,0,0,
22-WA397-031,Citra ,"#64,#52 Citra",True North Ale Company,No,3,4,4,7,0,2,0,3,5,2,6,7,3,0,4,7,5,0,0,0,0,
22-WA397-031B,Citra ,"#64,#52 Citra",Official Sensory,Yes,0,3,4,0,0,4,0,0,1,0,2,1,4,0,6,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-031B
22-WA397-032,Citra ,"#64,#52 Citra",Tonewood Brewing,Yes,1,3,4,8,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,
22-WA397-032,Citra ,"#64,#52 Citra",Official Sensory,Yes,0,3,4,0,0,4,0,0,1,1,1,0,4,0,5,5,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-032
22-WA397-033,Mosaic ,"#64,#52 Citra",Silver City Brewing Co.,Yes,1,2,3,10,0,0,0,0,0,0,0,4,2,0,4,6,0,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Grimm Ales LLC,Yes,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,2,3,0,0,4,0,0,1,0,3,1,2,0,4,6,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-033
22-WA397-033,Mosaic ,"#64,#52 Citra",Maplewood Brewing Company,Yes,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seafood city, garlic, berry, complex, best overall, little bit of everything"
22-WA397-033,Mosaic ,"#64,#52 Citra",Modist Brewing LLC,No,4,2,3,7,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Highland Park Brewery,No,2,2,3,5,0,3,0,4,0,1,2,4,2,0,0,2,3,0,0,0,2,Needs more intensity. Balance with true to brand characteristics is a bit off.
22-WA397-033,Mosaic ,"#64,#52 Citra",Tioga-Sequoia Brewing Co.,No,3,2,3,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Thin Man Brewing Company,No,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papery
22-WA397-033,Mosaic ,"#64,#52 Citra",North Park Beer Co.,No,2,2,3,5,0,3,0,4,0,1,2,4,2,0,0,2,3,0,0,0,2,Needs more intensity. Balance with true to brand characteristics is a bit off.
22-WA397-033,Mosaic ,"#64,#52 Citra",Barebottle Brewing Co.,No,4,2,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,"Black tea, slight swamp, berry"
22-WA397-033,Mosaic ,"#64,#52 Citra",Belching Beaver Co.,No,3,2,3,4,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,Heavy notes of grass/hay overpowers the aromatics
22-WA397-033,Mosaic ,"#64,#52 Citra",Sapwood Cellars,No,0,2,3,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,Dry hay
22-WA397-033,Mosaic ,"#64,#52 Citra",CRAK Brewery,No,4,2,3,6,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,2,
22-WA397-033,Mosaic ,"#64,#52 Citra",Almanac Beer Co.,No,3,2,3,5,0,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Maui Brewing Co.,No,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blueberry granola strawberry slight dank little floral
22-WA397-033,Mosaic ,"#64,#52 Citra",Deya Brewing Company Ltd,No,3,2,3,6,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,0,0,Nce a bit odd about it a bit of lemon. good but not as good
22-WA397-033,Mosaic ,"#64,#52 Citra",Resident Culture Brewing Company,No,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-033,Mosaic ,"#64,#52 Citra",Von Ebert Brewing,No,2,2,3,7,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,"Compared to 8D21, this was similar, but higher intensity of grassy and less intensity of other desirables."
22-WA397-034,Mosaic ,"#64,#52 Citra",Level Beer,Yes,1,1,4,5,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Old Stove Brewing Co.,Yes,1,1,4,8,0,4,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,1,4,0,0,5,0,1,2,1,1,1,3,0,1,4,4,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-034
22-WA397-034,Mosaic ,"#64,#52 Citra",Willibald Farm Distillery & Brewery,No,4,1,4,6,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Zilker Brewing,No,3,1,4,7,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,"White flowers, dank banana, slightly muted,"
22-WA397-034,Mosaic ,"#64,#52 Citra",Mortalis Brewing Company,No,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aroma more subtle. lemon, grass, stonefruit, woodsy"
22-WA397-034,Mosaic ,"#64,#52 Citra",Western Collective Beer,No,2,1,4,7,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,2,"Grassy, tropical, sweet aromatic, apple/pear, slight diesel"
22-WA397-034,Mosaic ,"#64,#52 Citra",La Barberie,No,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Griffin Claw Brewing Company,No,4,1,4,5,0,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,"Visually not attractive, not intense, lacks sweetness"
22-WA397-034,Mosaic ,"#64,#52 Citra",Steamworks Brewing,No,3,1,4,3,0,0,0,0,0,0,0,5,8,0,0,0,0,5,0,0,5,
22-WA397-034,Mosaic ,"#64,#52 Citra",Alter Brewing,No,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Herbal, tea, woodsy, pepper"
22-WA397-034,Mosaic ,"#64,#52 Citra",Microbrasserie Les Grands Bois,No,3,1,4,5,0,5,0,5,0,0,0,5,5,0,0,0,5,0,0,0,0,"3 sample was really brown, autumn leaves smell"
22-WA397-034,Mosaic ,"#64,#52 Citra",Dark Sky Brewing,No,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muted in comparison to selection
22-WA397-034,Mosaic ,"#64,#52 Citra",St Elmo Brewing Co.,No,3,1,4,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Microbrasserie Dieu Du Ciel,No,2,1,4,7,0,2,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Microbrasserie Jackalhop,No,4,1,4,4,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",TEMESCAL BREWING,No,4,1,4,2,0,0,0,3,0,0,0,5,5,0,0,0,0,3,0,0,0,"Grassy, parsley, a little musky, onion, brown color"
22-WA397-034,Mosaic ,"#64,#52 Citra",Dru Bru,No,3,1,4,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Revelry Brewing Company,No,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Woody, spicy, herbal, lots of og. - bad I don&#39;t want this in my beer"
22-WA397-034,Mosaic ,"#64,#52 Citra",Cinderlands,No,4,1,4,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,We dubbed this &#34;mellow Mosaic&#34;. It has nice qualities and balance but low in intensity.
22-WA397-034,Mosaic ,"#64,#52 Citra",Country Boy Brewing,No,10,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No. Extremely muted and dull.
22-WA397-034,Mosaic ,"#64,#52 Citra",Frost Beer Works,No,3,1,4,3,0,3,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,
22-WA397-034,Mosaic ,"#64,#52 Citra",Cerveceria Madueño,No,2,1,4,8,0,0,0,0,0,0,7,0,0,0,6,8,5,3,0,0,0,"Amazing citrusy smell, middle of the road floral, great balance of dankness."
22-WA397-034,Mosaic ,"#64,#52 Citra",Fonta Flora Brewing,No,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fell flat, blueberry, grassy, dank, mango, strawberry lemongrass, softer and more subdues than other lots"
22-WA397-034,Mosaic ,"#64,#52 Citra",Burgeon Beer Company,No,4,1,4,5,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,1,Dried fruit
22-WA397-034,Mosaic ,"#64,#52 Citra","Brewery 2SP, LLC.",No,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"Cream, clemintine, lemon,"
22-WA397-035,Mosaic ,"#64,#52 Citra",New Trail Brewing,Yes,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,1,
22-WA397-035,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,2,3,0,0,6,0,1,1,0,1,2,4,0,5,5,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-035
22-WA397-035,Mosaic ,"#64,#52 Citra",Tarantula Hill Brewing Company,No,4,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Thin Man Brewing Company,No,3,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Cape May Brewing Co.,No,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Bottle Logic Brewing,No,3,2,3,2,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,"Flat, uninteresting -- makes 2I02 Lot seem more exciting, could definitely be biased because of the brown coloration"
22-WA397-035,Mosaic ,"#64,#52 Citra",Pipeworks Brewing LLC,No,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Superflux Beer Company,No,3,2,3,5,0,1,0,0,0,0,2,2,1,0,0,4,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Threes Brewing Comany,No,4,2,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Pinthouse Pizza LLC,No,2,2,3,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,"Shows some mite damage, maybe picked a touch early, good mint and blueberry, light sweat"
22-WA397-035,Mosaic ,"#64,#52 Citra",West Sixth Brewing,No,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra","MILLER COORS, LLC",No,10,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-035,Mosaic ,"#64,#52 Citra",Industrial Arts Brewing Co,No,4,2,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Visually poor, wind burnt.  Dusty, minty/menthol.  Loud."
22-WA397-036,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,1,2,0,0,5,0,1,1,0,1,4,5,0,2,5,2,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-036
22-WA397-036,Mosaic ,"#64,#52 Citra",Russian River Brewing Co.,No,4,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,
